index,file_name,subject_ID,orientation,orientation_category,test_group_criteria,test_group_classification
1303,N59041_dwi_mask_OF_prepped_IPL.nii.gz,N59041,IPL,6,0.801496864,0
1304,N59041_dwi_mask_OF_prepped_IRP.nii.gz,N59041,IRP,7,0.322233064,0
1305,N59041_dwi_mask_OF_prepped_LAI.nii.gz,N59041,LAI,8,0.632961564,0
1306,N59041_dwi_mask_OF_prepped_LIP.nii.gz,N59041,LIP,9,0.812114224,0
1307,N59041_dwi_mask_OF_prepped_LPS.nii.gz,N59041,LPS,10,0.930711329,0
1308,N59041_dwi_mask_OF_prepped_LSA.nii.gz,N59041,LSA,11,0.279885827,0
1309,N59041_dwi_mask_OF_prepped_PIR.nii.gz,N59041,PIR,12,0.942357424,0
1310,N59041_dwi_mask_OF_prepped_PLI.nii.gz,N59041,PLI,13,0.336590943,0
1311,N59041_dwi_mask_OF_prepped_PRS.nii.gz,N59041,PRS,14,0.81728983,0
1312,N59041_dwi_mask_OF_prepped_PSL.nii.gz,N59041,PSL,15,0.694342813,0
1313,N59041_dwi_mask_OF_prepped_RAS.nii.gz,N59041,RAS,16,0.220497844,0
1314,N59041_dwi_mask_OF_prepped_RIA.nii.gz,N59041,RIA,17,0.430461994,0
1315,N59041_dwi_mask_OF_prepped_RPI.nii.gz,N59041,RPI,18,0.848914032,0
1316,N59041_dwi_mask_OF_prepped_RSP.nii.gz,N59041,RSP,19,0.938333635,0
1317,N59041_dwi_mask_OF_prepped_SAL.nii.gz,N59041,SAL,20,0.11909152,0
1318,N59041_dwi_mask_OF_prepped_SLP.nii.gz,N59041,SLP,21,0.024819059,0
1319,N59041_dwi_mask_OF_prepped_SPR.nii.gz,N59041,SPR,22,0.622623927,0
1320,N59041_dwi_mask_OF_prepped_SRA.nii.gz,N59041,SRA,23,0.317585908,0
1321,N59065_dwi_mask_OF_prepped_AIL.nii.gz,N59065,AIL,0,0.119851617,0
1322,N59065_dwi_mask_OF_prepped_ALS.nii.gz,N59065,ALS,1,0.812700255,0
1323,N59065_dwi_mask_OF_prepped_ARI.nii.gz,N59065,ARI,2,0.603764811,0
1324,N59065_dwi_mask_OF_prepped_ASR.nii.gz,N59065,ASR,3,0.836537572,0
1325,N59065_dwi_mask_OF_prepped_IAR.nii.gz,N59065,IAR,4,0.512049081,0
1326,N59065_dwi_mask_OF_prepped_ILA.nii.gz,N59065,ILA,5,0.231408579,0
1327,N59065_dwi_mask_OF_prepped_IPL.nii.gz,N59065,IPL,6,0.745192535,0
1328,N59065_dwi_mask_OF_prepped_IRP.nii.gz,N59065,IRP,7,0.317171641,0
1329,N59065_dwi_mask_OF_prepped_LAI.nii.gz,N59065,LAI,8,0.185721049,0
1330,N59065_dwi_mask_OF_prepped_LIP.nii.gz,N59065,LIP,9,0.569984749,0
1331,N59065_dwi_mask_OF_prepped_LPS.nii.gz,N59065,LPS,10,0.9854432,0
1332,N59065_dwi_mask_OF_prepped_LSA.nii.gz,N59065,LSA,11,0.692336965,0
1333,N59065_dwi_mask_OF_prepped_PIR.nii.gz,N59065,PIR,12,0.331235707,0
1334,N59065_dwi_mask_OF_prepped_PLI.nii.gz,N59065,PLI,13,0.530262729,0
1335,N59065_dwi_mask_OF_prepped_PRS.nii.gz,N59065,PRS,14,0.321355501,0
1336,N59065_dwi_mask_OF_prepped_PSL.nii.gz,N59065,PSL,15,0.003311793,0
1337,N59065_dwi_mask_OF_prepped_RAS.nii.gz,N59065,RAS,16,0.238931142,0
1338,N59065_dwi_mask_OF_prepped_RIA.nii.gz,N59065,RIA,17,0.226662367,0
1339,N59065_dwi_mask_OF_prepped_RPI.nii.gz,N59065,RPI,18,0.788905396,0
1340,N59065_dwi_mask_OF_prepped_RSP.nii.gz,N59065,RSP,19,0.348680534,0
1341,N59065_dwi_mask_OF_prepped_SAL.nii.gz,N59065,SAL,20,0.810140973,0
1342,N59065_dwi_mask_OF_prepped_SLP.nii.gz,N59065,SLP,21,0.445167559,0
1343,N59065_dwi_mask_OF_prepped_SPR.nii.gz,N59065,SPR,22,0.234798526,0
1344,N59065_dwi_mask_OF_prepped_SRA.nii.gz,N59065,SRA,23,0.354772126,0
1345,N59066_dwi_mask_OF_prepped_AIL.nii.gz,N59066,AIL,0,0.68348252,0
1346,N59066_dwi_mask_OF_prepped_ALS.nii.gz,N59066,ALS,1,0.61318983,0
1347,N59066_dwi_mask_OF_prepped_ARI.nii.gz,N59066,ARI,2,0.835506325,0
1348,N59066_dwi_mask_OF_prepped_ASR.nii.gz,N59066,ASR,3,0.601138977,0
1349,N59066_dwi_mask_OF_prepped_IAR.nii.gz,N59066,IAR,4,0.091861667,0
1350,N59066_dwi_mask_OF_prepped_ILA.nii.gz,N59066,ILA,5,0.471394704,0
1351,N59066_dwi_mask_OF_prepped_IPL.nii.gz,N59066,IPL,6,0.542588999,0
1352,N59066_dwi_mask_OF_prepped_IRP.nii.gz,N59066,IRP,7,0.276764886,0
1353,N59066_dwi_mask_OF_prepped_LAI.nii.gz,N59066,LAI,8,0.640586293,0
1354,N59066_dwi_mask_OF_prepped_LIP.nii.gz,N59066,LIP,9,0.773985127,0
1355,N59066_dwi_mask_OF_prepped_LPS.nii.gz,N59066,LPS,10,0.173349828,0
1356,N59066_dwi_mask_OF_prepped_LSA.nii.gz,N59066,LSA,11,0.887849548,0
1357,N59066_dwi_mask_OF_prepped_PIR.nii.gz,N59066,PIR,12,0.386777658,0
1358,N59066_dwi_mask_OF_prepped_PLI.nii.gz,N59066,PLI,13,0.800348629,0
1359,N59066_dwi_mask_OF_prepped_PRS.nii.gz,N59066,PRS,14,0.024207393,0
1360,N59066_dwi_mask_OF_prepped_PSL.nii.gz,N59066,PSL,15,0.600929326,0
1361,N59066_dwi_mask_OF_prepped_RAS.nii.gz,N59066,RAS,16,0.390701882,0
1362,N59066_dwi_mask_OF_prepped_RIA.nii.gz,N59066,RIA,17,0.576451565,0
1363,N59066_dwi_mask_OF_prepped_RPI.nii.gz,N59066,RPI,18,0.210630337,0
1364,N59066_dwi_mask_OF_prepped_RSP.nii.gz,N59066,RSP,19,0.053377461,0
1365,N59066_dwi_mask_OF_prepped_SAL.nii.gz,N59066,SAL,20,0.874253644,0
1366,N59066_dwi_mask_OF_prepped_SLP.nii.gz,N59066,SLP,21,0.643219871,0
1367,N59066_dwi_mask_OF_prepped_SPR.nii.gz,N59066,SPR,22,0.529629262,0
1368,N59066_dwi_mask_OF_prepped_SRA.nii.gz,N59066,SRA,23,0.815895037,0
1369,N59072_dwi_mask_OF_prepped_AIL.nii.gz,N59072,AIL,0,0.421272519,0
1370,N59072_dwi_mask_OF_prepped_ALS.nii.gz,N59072,ALS,1,0.18851892,0
1371,N59072_dwi_mask_OF_prepped_ARI.nii.gz,N59072,ARI,2,0.72075737,0
1372,N59072_dwi_mask_OF_prepped_ASR.nii.gz,N59072,ASR,3,0.813355861,0
1373,N59072_dwi_mask_OF_prepped_IAR.nii.gz,N59072,IAR,4,0.818846807,0
1374,N59072_dwi_mask_OF_prepped_ILA.nii.gz,N59072,ILA,5,0.173233315,0
1375,N59072_dwi_mask_OF_prepped_IPL.nii.gz,N59072,IPL,6,0.445339395,0
1376,N59072_dwi_mask_OF_prepped_IRP.nii.gz,N59072,IRP,7,0.280605761,0
1377,N59072_dwi_mask_OF_prepped_LAI.nii.gz,N59072,LAI,8,0.388531933,0
1378,N59072_dwi_mask_OF_prepped_LIP.nii.gz,N59072,LIP,9,0.870931615,0
1379,N59072_dwi_mask_OF_prepped_LPS.nii.gz,N59072,LPS,10,0.602354664,0
1380,N59072_dwi_mask_OF_prepped_LSA.nii.gz,N59072,LSA,11,0.929205542,0
1381,N59072_dwi_mask_OF_prepped_PIR.nii.gz,N59072,PIR,12,0.736258312,0
1382,N59072_dwi_mask_OF_prepped_PLI.nii.gz,N59072,PLI,13,0.782862441,0
1383,N59072_dwi_mask_OF_prepped_PRS.nii.gz,N59072,PRS,14,0.756819801,0
1384,N59072_dwi_mask_OF_prepped_PSL.nii.gz,N59072,PSL,15,0.810495113,0
1385,N59072_dwi_mask_OF_prepped_RAS.nii.gz,N59072,RAS,16,0.056275408,0
1386,N59072_dwi_mask_OF_prepped_RIA.nii.gz,N59072,RIA,17,0.622107507,0
1387,N59072_dwi_mask_OF_prepped_RPI.nii.gz,N59072,RPI,18,0.413452197,0
1388,N59072_dwi_mask_OF_prepped_RSP.nii.gz,N59072,RSP,19,0.908304767,0
1389,N59072_dwi_mask_OF_prepped_SAL.nii.gz,N59072,SAL,20,0.564939276,0
1390,N59072_dwi_mask_OF_prepped_SLP.nii.gz,N59072,SLP,21,0.23229389,0
1391,N59072_dwi_mask_OF_prepped_SPR.nii.gz,N59072,SPR,22,0.227800987,0
1392,N59072_dwi_mask_OF_prepped_SRA.nii.gz,N59072,SRA,23,0.555865007,0
1393,N59076_dwi_mask_OF_prepped_AIL.nii.gz,N59076,AIL,0,0.94639405,0
1394,N59076_dwi_mask_OF_prepped_ALS.nii.gz,N59076,ALS,1,0.737086956,0
1395,N59076_dwi_mask_OF_prepped_ARI.nii.gz,N59076,ARI,2,0.170067012,0
1396,N59076_dwi_mask_OF_prepped_ASR.nii.gz,N59076,ASR,3,0.416625062,0
1397,N59076_dwi_mask_OF_prepped_IAR.nii.gz,N59076,IAR,4,0.256912313,0
1398,N59076_dwi_mask_OF_prepped_ILA.nii.gz,N59076,ILA,5,0.602588336,0
1399,N59076_dwi_mask_OF_prepped_IPL.nii.gz,N59076,IPL,6,0.7874104,0
1400,N59076_dwi_mask_OF_prepped_IRP.nii.gz,N59076,IRP,7,0.101357673,0
1401,N59076_dwi_mask_OF_prepped_LAI.nii.gz,N59076,LAI,8,0.380801379,0
1402,N59076_dwi_mask_OF_prepped_LIP.nii.gz,N59076,LIP,9,0.333748313,0
1403,N59076_dwi_mask_OF_prepped_LPS.nii.gz,N59076,LPS,10,0.729646812,0
1404,N59076_dwi_mask_OF_prepped_LSA.nii.gz,N59076,LSA,11,0.067185474,0
1405,N59076_dwi_mask_OF_prepped_PIR.nii.gz,N59076,PIR,12,0.376764864,0
1406,N59076_dwi_mask_OF_prepped_PLI.nii.gz,N59076,PLI,13,0.798401024,0
1407,N59076_dwi_mask_OF_prepped_PRS.nii.gz,N59076,PRS,14,0.907649899,0
1408,N59076_dwi_mask_OF_prepped_PSL.nii.gz,N59076,PSL,15,0.003757405,0
1409,N59076_dwi_mask_OF_prepped_RAS.nii.gz,N59076,RAS,16,0.587384281,0
1410,N59076_dwi_mask_OF_prepped_RIA.nii.gz,N59076,RIA,17,0.56005273,0
1411,N59076_dwi_mask_OF_prepped_RPI.nii.gz,N59076,RPI,18,0.200545538,0
1412,N59076_dwi_mask_OF_prepped_RSP.nii.gz,N59076,RSP,19,0.199536265,0
1413,N59076_dwi_mask_OF_prepped_SAL.nii.gz,N59076,SAL,20,0.859990251,0
1414,N59076_dwi_mask_OF_prepped_SLP.nii.gz,N59076,SLP,21,0.543350663,0
1415,N59076_dwi_mask_OF_prepped_SPR.nii.gz,N59076,SPR,22,0.040855719,0
1416,N59076_dwi_mask_OF_prepped_SRA.nii.gz,N59076,SRA,23,0.020450121,0
1417,N59078_dwi_mask_OF_prepped_AIL.nii.gz,N59078,AIL,0,0.846454449,0
1418,N59078_dwi_mask_OF_prepped_ALS.nii.gz,N59078,ALS,1,0.400367658,0
1419,N59078_dwi_mask_OF_prepped_ARI.nii.gz,N59078,ARI,2,0.457412833,0
1420,N59078_dwi_mask_OF_prepped_ASR.nii.gz,N59078,ASR,3,0.973751174,0
1421,N59078_dwi_mask_OF_prepped_IAR.nii.gz,N59078,IAR,4,0.645323309,0
1422,N59078_dwi_mask_OF_prepped_ILA.nii.gz,N59078,ILA,5,0.316017905,0
1423,N59078_dwi_mask_OF_prepped_IPL.nii.gz,N59078,IPL,6,0.440427559,0
1424,N59078_dwi_mask_OF_prepped_IRP.nii.gz,N59078,IRP,7,0.952116677,0
1425,N59078_dwi_mask_OF_prepped_LAI.nii.gz,N59078,LAI,8,0.617120305,0
1426,N59078_dwi_mask_OF_prepped_LIP.nii.gz,N59078,LIP,9,0.408812065,0
1427,N59078_dwi_mask_OF_prepped_LPS.nii.gz,N59078,LPS,10,0.932537127,0
1428,N59078_dwi_mask_OF_prepped_LSA.nii.gz,N59078,LSA,11,0.190318569,0
1429,N59078_dwi_mask_OF_prepped_PIR.nii.gz,N59078,PIR,12,0.137225898,0
1430,N59078_dwi_mask_OF_prepped_PLI.nii.gz,N59078,PLI,13,0.259881298,0
1431,N59078_dwi_mask_OF_prepped_PRS.nii.gz,N59078,PRS,14,0.611791964,0
1432,N59078_dwi_mask_OF_prepped_PSL.nii.gz,N59078,PSL,15,0.679524991,0
1433,N59078_dwi_mask_OF_prepped_RAS.nii.gz,N59078,RAS,16,0.677438744,0
1434,N59078_dwi_mask_OF_prepped_RIA.nii.gz,N59078,RIA,17,0.010392633,0
1435,N59078_dwi_mask_OF_prepped_RPI.nii.gz,N59078,RPI,18,0.239939575,0
1436,N59078_dwi_mask_OF_prepped_RSP.nii.gz,N59078,RSP,19,0.490385428,0
1437,N59078_dwi_mask_OF_prepped_SAL.nii.gz,N59078,SAL,20,0.462286087,0
1438,N59078_dwi_mask_OF_prepped_SLP.nii.gz,N59078,SLP,21,0.659755708,0
1439,N59078_dwi_mask_OF_prepped_SPR.nii.gz,N59078,SPR,22,0.367354293,0
1440,N59078_dwi_mask_OF_prepped_SRA.nii.gz,N59078,SRA,23,0.804882131,0
1441,N59080_dwi_mask_OF_prepped_AIL.nii.gz,N59080,AIL,0,0.441045847,0
1442,N59080_dwi_mask_OF_prepped_ALS.nii.gz,N59080,ALS,1,0.267804867,0
1443,N59080_dwi_mask_OF_prepped_ARI.nii.gz,N59080,ARI,2,0.043664068,0
1444,N59080_dwi_mask_OF_prepped_ASR.nii.gz,N59080,ASR,3,0.196668501,0
1445,N59080_dwi_mask_OF_prepped_IAR.nii.gz,N59080,IAR,4,0.113213217,0
1446,N59080_dwi_mask_OF_prepped_ILA.nii.gz,N59080,ILA,5,0.653580843,0
1447,N59080_dwi_mask_OF_prepped_IPL.nii.gz,N59080,IPL,6,0.287304305,0
1448,N59080_dwi_mask_OF_prepped_IRP.nii.gz,N59080,IRP,7,0.7683787,0
1449,N59080_dwi_mask_OF_prepped_LAI.nii.gz,N59080,LAI,8,0.090908169,0
1450,N59080_dwi_mask_OF_prepped_LIP.nii.gz,N59080,LIP,9,0.014002636,0
1451,N59080_dwi_mask_OF_prepped_LPS.nii.gz,N59080,LPS,10,0.909259667,0
1452,N59080_dwi_mask_OF_prepped_LSA.nii.gz,N59080,LSA,11,0.133334971,0
1453,N59080_dwi_mask_OF_prepped_PIR.nii.gz,N59080,PIR,12,0.204103427,0
1454,N59080_dwi_mask_OF_prepped_PLI.nii.gz,N59080,PLI,13,0.989231354,0
1455,N59080_dwi_mask_OF_prepped_PRS.nii.gz,N59080,PRS,14,0.028746548,0
1456,N59080_dwi_mask_OF_prepped_PSL.nii.gz,N59080,PSL,15,0.929379406,0
1457,N59080_dwi_mask_OF_prepped_RAS.nii.gz,N59080,RAS,16,0.491493709,0
1458,N59080_dwi_mask_OF_prepped_RIA.nii.gz,N59080,RIA,17,0.923658944,0
1459,N59080_dwi_mask_OF_prepped_RPI.nii.gz,N59080,RPI,18,0.560724592,0
1460,N59080_dwi_mask_OF_prepped_RSP.nii.gz,N59080,RSP,19,0.165443453,0
1461,N59080_dwi_mask_OF_prepped_SAL.nii.gz,N59080,SAL,20,0.742184194,0
1462,N59080_dwi_mask_OF_prepped_SLP.nii.gz,N59080,SLP,21,0.773207673,0
1463,N59080_dwi_mask_OF_prepped_SPR.nii.gz,N59080,SPR,22,0.297771453,0
1464,N59080_dwi_mask_OF_prepped_SRA.nii.gz,N59080,SRA,23,0.502734348,0
1465,N59097_dwi_mask_OF_prepped_AIL.nii.gz,N59097,AIL,0,0.466107945,1
1466,N59097_dwi_mask_OF_prepped_ALS.nii.gz,N59097,ALS,1,0.182766863,1
1467,N59097_dwi_mask_OF_prepped_ARI.nii.gz,N59097,ARI,2,0.595897994,1
1468,N59097_dwi_mask_OF_prepped_ASR.nii.gz,N59097,ASR,3,0.557733472,1
1469,N59097_dwi_mask_OF_prepped_IAR.nii.gz,N59097,IAR,4,0.638754271,1
1470,N59097_dwi_mask_OF_prepped_ILA.nii.gz,N59097,ILA,5,0.03347362,1
1471,N59097_dwi_mask_OF_prepped_IPL.nii.gz,N59097,IPL,6,0.64829645,1
1472,N59097_dwi_mask_OF_prepped_IRP.nii.gz,N59097,IRP,7,0.747073672,1
1473,N59097_dwi_mask_OF_prepped_LAI.nii.gz,N59097,LAI,8,0.487194111,1
1474,N59097_dwi_mask_OF_prepped_LIP.nii.gz,N59097,LIP,9,0.017073328,1
1475,N59097_dwi_mask_OF_prepped_LPS.nii.gz,N59097,LPS,10,0.694203639,1
1476,N59097_dwi_mask_OF_prepped_LSA.nii.gz,N59097,LSA,11,0.524882258,1
1477,N59097_dwi_mask_OF_prepped_PIR.nii.gz,N59097,PIR,12,0.559660706,1
1478,N59097_dwi_mask_OF_prepped_PLI.nii.gz,N59097,PLI,13,0.688374816,1
1479,N59097_dwi_mask_OF_prepped_PRS.nii.gz,N59097,PRS,14,0.486384859,1
1480,N59097_dwi_mask_OF_prepped_PSL.nii.gz,N59097,PSL,15,0.951864691,1
1481,N59097_dwi_mask_OF_prepped_RAS.nii.gz,N59097,RAS,16,0.571497665,1
1482,N59097_dwi_mask_OF_prepped_RIA.nii.gz,N59097,RIA,17,0.103746522,1
1483,N59097_dwi_mask_OF_prepped_RPI.nii.gz,N59097,RPI,18,0.443383706,1
1484,N59097_dwi_mask_OF_prepped_RSP.nii.gz,N59097,RSP,19,0.947133791,1
1485,N59097_dwi_mask_OF_prepped_SAL.nii.gz,N59097,SAL,20,0.104392913,1
1486,N59097_dwi_mask_OF_prepped_SLP.nii.gz,N59097,SLP,21,0.892561206,1
1487,N59097_dwi_mask_OF_prepped_SPR.nii.gz,N59097,SPR,22,0.525801224,1
1488,N59097_dwi_mask_OF_prepped_SRA.nii.gz,N59097,SRA,23,0.189907722,1
1489,N59099_dwi_mask_OF_prepped_AIL.nii.gz,N59099,AIL,0,0.987551519,0
1490,N59099_dwi_mask_OF_prepped_ALS.nii.gz,N59099,ALS,1,0.583848894,0
1491,N59099_dwi_mask_OF_prepped_ARI.nii.gz,N59099,ARI,2,0.516414788,0
1492,N59099_dwi_mask_OF_prepped_ASR.nii.gz,N59099,ASR,3,0.254531137,0
1493,N59099_dwi_mask_OF_prepped_IAR.nii.gz,N59099,IAR,4,0.136542202,0
1494,N59099_dwi_mask_OF_prepped_ILA.nii.gz,N59099,ILA,5,0.925415742,0
1495,N59099_dwi_mask_OF_prepped_IPL.nii.gz,N59099,IPL,6,0.65902901,0
1496,N59099_dwi_mask_OF_prepped_IRP.nii.gz,N59099,IRP,7,0.402920918,0
1497,N59099_dwi_mask_OF_prepped_LAI.nii.gz,N59099,LAI,8,0.329230081,0
1498,N59099_dwi_mask_OF_prepped_LIP.nii.gz,N59099,LIP,9,0.558815286,0
1499,N59099_dwi_mask_OF_prepped_LPS.nii.gz,N59099,LPS,10,0.729870108,0
1500,N59099_dwi_mask_OF_prepped_LSA.nii.gz,N59099,LSA,11,0.839659674,0
1501,N59099_dwi_mask_OF_prepped_PIR.nii.gz,N59099,PIR,12,0.664950026,0
1502,N59099_dwi_mask_OF_prepped_PLI.nii.gz,N59099,PLI,13,0.04005381,0
1503,N59099_dwi_mask_OF_prepped_PRS.nii.gz,N59099,PRS,14,0.263608305,0
1504,N59099_dwi_mask_OF_prepped_PSL.nii.gz,N59099,PSL,15,0.044382944,0
1505,N59099_dwi_mask_OF_prepped_RAS.nii.gz,N59099,RAS,16,0.713543218,0
1506,N59099_dwi_mask_OF_prepped_RIA.nii.gz,N59099,RIA,17,0.52220241,0
1507,N59099_dwi_mask_OF_prepped_RPI.nii.gz,N59099,RPI,18,0.971213268,0
1508,N59099_dwi_mask_OF_prepped_RSP.nii.gz,N59099,RSP,19,0.284824502,0
1509,N59099_dwi_mask_OF_prepped_SAL.nii.gz,N59099,SAL,20,0.394727841,0
1510,N59099_dwi_mask_OF_prepped_SLP.nii.gz,N59099,SLP,21,0.826995858,0
1511,N59099_dwi_mask_OF_prepped_SPR.nii.gz,N59099,SPR,22,0.321128226,0
1512,N59099_dwi_mask_OF_prepped_SRA.nii.gz,N59099,SRA,23,0.304125303,0
1513,N59109_dwi_mask_OF_prepped_AIL.nii.gz,N59109,AIL,0,0.590106348,0
1514,N59109_dwi_mask_OF_prepped_ALS.nii.gz,N59109,ALS,1,0.890087761,0
1515,N59109_dwi_mask_OF_prepped_ARI.nii.gz,N59109,ARI,2,0.253257666,0
1516,N59109_dwi_mask_OF_prepped_ASR.nii.gz,N59109,ASR,3,0.42208801,0
1517,N59109_dwi_mask_OF_prepped_IAR.nii.gz,N59109,IAR,4,0.62981789,0
1518,N59109_dwi_mask_OF_prepped_ILA.nii.gz,N59109,ILA,5,0.885122512,0
1519,N59109_dwi_mask_OF_prepped_IPL.nii.gz,N59109,IPL,6,0.183707681,0
1520,N59109_dwi_mask_OF_prepped_IRP.nii.gz,N59109,IRP,7,0.053093451,0
1521,N59109_dwi_mask_OF_prepped_LAI.nii.gz,N59109,LAI,8,0.974024403,0
1522,N59109_dwi_mask_OF_prepped_LIP.nii.gz,N59109,LIP,9,0.735474765,0
1523,N59109_dwi_mask_OF_prepped_LPS.nii.gz,N59109,LPS,10,0.233323486,0
1524,N59109_dwi_mask_OF_prepped_LSA.nii.gz,N59109,LSA,11,0.026780353,0
1525,N59109_dwi_mask_OF_prepped_PIR.nii.gz,N59109,PIR,12,0.873345156,0
1526,N59109_dwi_mask_OF_prepped_PLI.nii.gz,N59109,PLI,13,0.155750084,0
1527,N59109_dwi_mask_OF_prepped_PRS.nii.gz,N59109,PRS,14,0.787926004,0
1528,N59109_dwi_mask_OF_prepped_PSL.nii.gz,N59109,PSL,15,0.987641959,0
1529,N59109_dwi_mask_OF_prepped_RAS.nii.gz,N59109,RAS,16,0.129966475,0
1530,N59109_dwi_mask_OF_prepped_RIA.nii.gz,N59109,RIA,17,0.529367601,0
1531,N59109_dwi_mask_OF_prepped_RPI.nii.gz,N59109,RPI,18,0.600888639,0
1532,N59109_dwi_mask_OF_prepped_RSP.nii.gz,N59109,RSP,19,0.167948922,0
1533,N59109_dwi_mask_OF_prepped_SAL.nii.gz,N59109,SAL,20,0.60024732,0
1534,N59109_dwi_mask_OF_prepped_SLP.nii.gz,N59109,SLP,21,0.947150086,0
1535,N59109_dwi_mask_OF_prepped_SPR.nii.gz,N59109,SPR,22,0.299557033,0
1536,N59109_dwi_mask_OF_prepped_SRA.nii.gz,N59109,SRA,23,0.117965306,0
1537,N59116_dwi_mask_OF_prepped_AIL.nii.gz,N59116,AIL,0,0.882442949,0
1538,N59116_dwi_mask_OF_prepped_ALS.nii.gz,N59116,ALS,1,0.34819684,0
1539,N59116_dwi_mask_OF_prepped_ARI.nii.gz,N59116,ARI,2,0.68297463,0
1540,N59116_dwi_mask_OF_prepped_ASR.nii.gz,N59116,ASR,3,0.377400235,0
1541,N59116_dwi_mask_OF_prepped_IAR.nii.gz,N59116,IAR,4,0.596984472,0
1542,N59116_dwi_mask_OF_prepped_ILA.nii.gz,N59116,ILA,5,0.248949553,0
1543,N59116_dwi_mask_OF_prepped_IPL.nii.gz,N59116,IPL,6,0.524403764,0
1544,N59116_dwi_mask_OF_prepped_IRP.nii.gz,N59116,IRP,7,0.542616723,0
1545,N59116_dwi_mask_OF_prepped_LAI.nii.gz,N59116,LAI,8,0.834340418,0
1546,N59116_dwi_mask_OF_prepped_LIP.nii.gz,N59116,LIP,9,0.652045813,0
1547,N59116_dwi_mask_OF_prepped_LPS.nii.gz,N59116,LPS,10,0.34132574,0
1548,N59116_dwi_mask_OF_prepped_LSA.nii.gz,N59116,LSA,11,0.057726318,0
1549,N59116_dwi_mask_OF_prepped_PIR.nii.gz,N59116,PIR,12,0.9639052,0
1550,N59116_dwi_mask_OF_prepped_PLI.nii.gz,N59116,PLI,13,0.780659212,0
1551,N59116_dwi_mask_OF_prepped_PRS.nii.gz,N59116,PRS,14,0.933607492,0
1552,N59116_dwi_mask_OF_prepped_PSL.nii.gz,N59116,PSL,15,0.545868575,0
1553,N59116_dwi_mask_OF_prepped_RAS.nii.gz,N59116,RAS,16,0.194640224,0
1554,N59116_dwi_mask_OF_prepped_RIA.nii.gz,N59116,RIA,17,0.179122695,0
1555,N59116_dwi_mask_OF_prepped_RPI.nii.gz,N59116,RPI,18,0.845137355,0
1556,N59116_dwi_mask_OF_prepped_RSP.nii.gz,N59116,RSP,19,0.182638882,0
1557,N59116_dwi_mask_OF_prepped_SAL.nii.gz,N59116,SAL,20,0.555700679,0
1558,N59116_dwi_mask_OF_prepped_SLP.nii.gz,N59116,SLP,21,0.790528512,0
1559,N59116_dwi_mask_OF_prepped_SPR.nii.gz,N59116,SPR,22,0.333591817,0
1560,N59116_dwi_mask_OF_prepped_SRA.nii.gz,N59116,SRA,23,0.88910768,0
1561,N59118_dwi_mask_OF_prepped_AIL.nii.gz,N59118,AIL,0,0.752937965,0
1562,N59118_dwi_mask_OF_prepped_ALS.nii.gz,N59118,ALS,1,0.482987724,0
1563,N59118_dwi_mask_OF_prepped_ARI.nii.gz,N59118,ARI,2,0.719085219,0
1564,N59118_dwi_mask_OF_prepped_ASR.nii.gz,N59118,ASR,3,0.68284799,0
1565,N59118_dwi_mask_OF_prepped_IAR.nii.gz,N59118,IAR,4,0.273169143,0
1566,N59118_dwi_mask_OF_prepped_ILA.nii.gz,N59118,ILA,5,0.959071922,0
1567,N59118_dwi_mask_OF_prepped_IPL.nii.gz,N59118,IPL,6,0.099385131,0
1568,N59118_dwi_mask_OF_prepped_IRP.nii.gz,N59118,IRP,7,0.334867135,0
1569,N59118_dwi_mask_OF_prepped_LAI.nii.gz,N59118,LAI,8,0.869745122,0
1570,N59118_dwi_mask_OF_prepped_LIP.nii.gz,N59118,LIP,9,0.131467761,0
1571,N59118_dwi_mask_OF_prepped_LPS.nii.gz,N59118,LPS,10,0.993355807,0
1572,N59118_dwi_mask_OF_prepped_LSA.nii.gz,N59118,LSA,11,0.625834336,0
1573,N59118_dwi_mask_OF_prepped_PIR.nii.gz,N59118,PIR,12,0.156947829,0
1574,N59118_dwi_mask_OF_prepped_PLI.nii.gz,N59118,PLI,13,0.056843148,0
1575,N59118_dwi_mask_OF_prepped_PRS.nii.gz,N59118,PRS,14,0.818773759,0
1576,N59118_dwi_mask_OF_prepped_PSL.nii.gz,N59118,PSL,15,0.607275975,0
1577,N59118_dwi_mask_OF_prepped_RAS.nii.gz,N59118,RAS,16,0.445441297,0
1578,N59118_dwi_mask_OF_prepped_RIA.nii.gz,N59118,RIA,17,0.987051889,0
1579,N59118_dwi_mask_OF_prepped_RPI.nii.gz,N59118,RPI,18,0.457088349,0
1580,N59118_dwi_mask_OF_prepped_RSP.nii.gz,N59118,RSP,19,0.239758962,0
1581,N59118_dwi_mask_OF_prepped_SAL.nii.gz,N59118,SAL,20,0.625185053,0
1582,N59118_dwi_mask_OF_prepped_SLP.nii.gz,N59118,SLP,21,0.998965045,0
1583,N59118_dwi_mask_OF_prepped_SPR.nii.gz,N59118,SPR,22,0.432341583,0
1584,N59118_dwi_mask_OF_prepped_SRA.nii.gz,N59118,SRA,23,0.089628264,0
1585,N59120_dwi_mask_OF_prepped_AIL.nii.gz,N59120,AIL,0,0.965600874,1
1586,N59120_dwi_mask_OF_prepped_ALS.nii.gz,N59120,ALS,1,0.481029812,1
